Chromosome,Start_Nucleotide,End_Nucleotide,Peak_ID
chr13,73961308,73961548,all_Chip_RFX1_vs_GRCm38.89_peak_2710
chr19,53577188,53577435,all_Chip_RFX1_vs_GRCm38.89_peak_5030
chr2,167570010,167570230,all_Chip_RFX1_vs_GRCm38.89_peak_5830
chr5,110486671,110487008,all_Chip_RFX1_vs_GRCm38.89_peak_7424
chr6,94283670,94283864,all_Chip_RFX1_vs_GRCm38.89_peak_8017
chr9,22057995,22058242,all_Chip_RFX1_vs_GRCm38.89_peak_9379
chr1,192103100,192103593,all_Chip_RFX1_vs_GRCm38.89_peak_671
chr2,72078029,72078314,all_Chip_RFX1_vs_GRCm38.89_peak_5402
chr5,113310852,113311057,all_Chip_RFX1_vs_GRCm38.89_peak_7447
chr2,149680063,149680381,all_Chip_RFX1_vs_GRCm38.89_peak_5703
chr8,67911237,67911497,all_Chip_RFX1_vs_GRCm38.89_peak_9021
chr9,29211456,29211788,all_Chip_RFX1_vs_GRCm38.89_peak_9420
chr11,65246496,65246791,all_Chip_RFX1_vs_GRCm38.89_peak_1426
chr16,34674639,34674955,all_Chip_RFX1_vs_GRCm38.89_peak_3881
chr9,41303296,41303539,all_Chip_RFX1_vs_GRCm38.89_peak_9469
chr11,60303458,60303736,all_Chip_RFX1_vs_GRCm38.89_peak_1395
chr13,69534635,69534836,all_Chip_RFX1_vs_GRCm38.89_peak_2698
chr17,28697378,28697711,all_Chip_RFX1_vs_GRCm38.89_peak_4186
chr4,110028878,110029119,all_Chip_RFX1_vs_GRCm38.89_peak_6796
chr11,66573910,66574134,all_Chip_RFX1_vs_GRCm38.89_peak_1438
chr4,150234669,150234936,all_Chip_RFX1_vs_GRCm38.89_peak_7044
chr6,87994165,87994397,all_Chip_RFX1_vs_GRCm38.89_peak_7966
chr14,118209769,118210025,all_Chip_RFX1_vs_GRCm38.89_peak_3256
chr11,101552647,101552874,all_Chip_RFX1_vs_GRCm38.89_peak_1717
chr16,31002954,31003327,all_Chip_RFX1_vs_GRCm38.89_peak_3857
chr1,84621318,84621590,all_Chip_RFX1_vs_GRCm38.89_peak_267
chr1,90228442,90228727,all_Chip_RFX1_vs_GRCm38.89_peak_306
chr4,117288472,117288724,all_Chip_RFX1_vs_GRCm38.89_peak_6813
chr6,51015797,51016094,all_Chip_RFX1_vs_GRCm38.89_peak_7847
chr7,38230429,38230742,all_Chip_RFX1_vs_GRCm38.89_peak_8365
chr7,46454061,46454328,all_Chip_RFX1_vs_GRCm38.89_peak_8396
chr8,94914733,94914983,all_Chip_RFX1_vs_GRCm38.89_peak_9163
chr9,51101781,51102169,all_Chip_RFX1_vs_GRCm38.89_peak_9547
chr1,161142536,161142870,all_Chip_RFX1_vs_GRCm38.89_peak_527
chr7,127346039,127346315,all_Chip_RFX1_vs_GRCm38.89_peak_8707
chr10,62194541,62194777,all_Chip_RFX1_vs_GRCm38.89_peak_895
chr10,19117399,19117663,all_Chip_RFX1_vs_GRCm38.89_peak_727
chr11,107002289,107002550,all_Chip_RFX1_vs_GRCm38.89_peak_1762
chr1,169928570,169928788,all_Chip_RFX1_vs_GRCm38.89_peak_565
chr12,76130204,76130463,all_Chip_RFX1_vs_GRCm38.89_peak_2142
chr13,98813941,98814213,all_Chip_RFX1_vs_GRCm38.89_peak_2794
chr15,7075298,7075528,all_Chip_RFX1_vs_GRCm38.89_peak_3292
chr18,77165745,77166017,all_Chip_RFX1_vs_GRCm38.89_peak_4742
chr2,116846639,116846890,all_Chip_RFX1_vs_GRCm38.89_peak_5550
chr2,162080485,162080731,all_Chip_RFX1_vs_GRCm38.89_peak_5775
chr3,104306201,104306483,all_Chip_RFX1_vs_GRCm38.89_peak_6249
chr4,22109638,22109859,all_Chip_RFX1_vs_GRCm38.89_peak_6506
chr8,8690510,8690755,all_Chip_RFX1_vs_GRCm38.89_peak_8830
chr9,65792046,65792306,all_Chip_RFX1_vs_GRCm38.89_peak_9644
chr11,78887373,78887624,all_Chip_RFX1_vs_GRCm38.89_peak_1548
chr13,32759151,32759407,all_Chip_RFX1_vs_GRCm38.89_peak_2512
chr13,90643215,90643525,all_Chip_RFX1_vs_GRCm38.89_peak_2757
chr14,24253715,24253982,all_Chip_RFX1_vs_GRCm38.89_peak_2941
chr14,41072749,41073016,all_Chip_RFX1_vs_GRCm38.89_peak_3002
chr16,54983690,54984043,all_Chip_RFX1_vs_GRCm38.89_peak_3951
chr17,67306529,67306864,all_Chip_RFX1_vs_GRCm38.89_peak_4345
chr2,104367827,104368174,all_Chip_RFX1_vs_GRCm38.89_peak_5517
chr3,40685975,40686259,all_Chip_RFX1_vs_GRCm38.89_peak_6004
chr3,54396449,54396803,all_Chip_RFX1_vs_GRCm38.89_peak_6028
chr3,54717426,54717715,all_Chip_RFX1_vs_GRCm38.89_peak_6029
chr4,119294558,119294760,all_Chip_RFX1_vs_GRCm38.89_peak_6828
chr4,137278605,137278893,all_Chip_RFX1_vs_GRCm38.89_peak_6960
chr7,12910492,12910781,all_Chip_RFX1_vs_GRCm38.89_peak_8265
chr7,64159863,64160164,all_Chip_RFX1_vs_GRCm38.89_peak_8430
chr7,96796050,96796336,all_Chip_RFX1_vs_GRCm38.89_peak_8554
chr8,117097572,117097861,all_Chip_RFX1_vs_GRCm38.89_peak_9247
chr9,119803340,119803634,all_Chip_RFX1_vs_GRCm38.89_peak_9878
chr13,55469316,55469536,all_Chip_RFX1_vs_GRCm38.89_peak_2631
chr5,34487524,34487824,all_Chip_RFX1_vs_GRCm38.89_peak_7192
chr12,76288184,76288407,all_Chip_RFX1_vs_GRCm38.89_peak_2143
chr1,84616184,84616462,all_Chip_RFX1_vs_GRCm38.89_peak_266
chr5,120181509,120181736,all_Chip_RFX1_vs_GRCm38.89_peak_7484
chr6,145877063,145877377,all_Chip_RFX1_vs_GRCm38.89_peak_8226
chr2,83728318,83728599,all_Chip_RFX1_vs_GRCm38.89_peak_5439
chr16,18528668,18528973,all_Chip_RFX1_vs_GRCm38.89_peak_3806
chr18,5133932,5134239,all_Chip_RFX1_vs_GRCm38.89_peak_4451
chr10,80855162,80855388,all_Chip_RFX1_vs_GRCm38.89_peak_983
chr14,75833958,75834203,all_Chip_RFX1_vs_GRCm38.89_peak_3167
chr17,25886881,25887149,all_Chip_RFX1_vs_GRCm38.89_peak_4160
chr19,27031344,27031685,all_Chip_RFX1_vs_GRCm38.89_peak_4903
chr12,111901076,111901367,all_Chip_RFX1_vs_GRCm38.89_peak_2379
chr13,101426741,101426977,all_Chip_RFX1_vs_GRCm38.89_peak_2812
chr14,76033193,76033522,all_Chip_RFX1_vs_GRCm38.89_peak_3172
chr15,37031556,37031856,all_Chip_RFX1_vs_GRCm38.89_peak_3386
chr16,50001631,50001944,all_Chip_RFX1_vs_GRCm38.89_peak_3942
chr18,32162815,32163016,all_Chip_RFX1_vs_GRCm38.89_peak_4542
chr8,47139202,47139518,all_Chip_RFX1_vs_GRCm38.89_peak_8963
chr2,143093867,143094164,all_Chip_RFX1_vs_GRCm38.89_peak_5676
chr7,40362635,40362887,all_Chip_RFX1_vs_GRCm38.89_peak_8367
chr1,87518007,87518220,all_Chip_RFX1_vs_GRCm38.89_peak_289
chr1,136268497,136268749,all_Chip_RFX1_vs_GRCm38.89_peak_437
chr12,15831974,15832270,all_Chip_RFX1_vs_GRCm38.89_peak_1924
chr13,52469890,52470191,all_Chip_RFX1_vs_GRCm38.89_peak_2620
chr1,61928187,61928453,all_Chip_RFX1_vs_GRCm38.89_peak_166
chr18,78944894,78945269,all_Chip_RFX1_vs_GRCm38.89_peak_4747
chr5,38568745,38569037,all_Chip_RFX1_vs_GRCm38.89_peak_7214
chr6,128597053,128597353,all_Chip_RFX1_vs_GRCm38.89_peak_8173
chr13,99837162,99837391,all_Chip_RFX1_vs_GRCm38.89_peak_2806
chr1,85922271,85922487,all_Chip_RFX1_vs_GRCm38.89_peak_273
chr1,86740710,86741108,all_Chip_RFX1_vs_GRCm38.89_peak_285
chr7,73625768,73626032,all_Chip_RFX1_vs_GRCm38.89_peak_8466
chr12,100276739,100277032,all_Chip_RFX1_vs_GRCm38.89_peak_2304
chr11,59230413,59230646,all_Chip_RFX1_vs_GRCm38.89_peak_1380
chr3,146404448,146404674,all_Chip_RFX1_vs_GRCm38.89_peak_6423
chr10,42860124,42860375,all_Chip_RFX1_vs_GRCm38.89_peak_822
chr13,34873848,34874154,all_Chip_RFX1_vs_GRCm38.89_peak_2526
chr17,86446357,86446660,all_Chip_RFX1_vs_GRCm38.89_peak_4421
chr7,120740295,120740591,all_Chip_RFX1_vs_GRCm38.89_peak_8669
chr3,121185898,121186175,all_Chip_RFX1_vs_GRCm38.89_peak_6325
chr15,100143076,100143564,all_Chip_RFX1_vs_GRCm38.89_peak_3717
chr9,104263104,104263386,all_Chip_RFX1_vs_GRCm38.89_peak_9795
chr10,121206030,121206321,all_Chip_RFX1_vs_GRCm38.89_peak_1154
chr11,78153467,78153696,all_Chip_RFX1_vs_GRCm38.89_peak_1539
chr12,79488849,79489188,all_Chip_RFX1_vs_GRCm38.89_peak_2161
chr15,83002737,83002967,all_Chip_RFX1_vs_GRCm38.89_peak_3601
chr15,85494112,85494364,all_Chip_RFX1_vs_GRCm38.89_peak_3629
chr15,98695600,98695860,all_Chip_RFX1_vs_GRCm38.89_peak_3700
chr1,66187109,66187399,all_Chip_RFX1_vs_GRCm38.89_peak_188
chr1,73004869,73005180,all_Chip_RFX1_vs_GRCm38.89_peak_215
chr2,70292472,70292721,all_Chip_RFX1_vs_GRCm38.89_peak_5385
chr4,139175938,139176161,all_Chip_RFX1_vs_GRCm38.89_peak_6981
chr4,56224484,56224765,all_Chip_RFX1_vs_GRCm38.89_peak_6612
chr5,136135869,136136149,all_Chip_RFX1_vs_GRCm38.89_peak_7577
chr5,143053472,143053746,all_Chip_RFX1_vs_GRCm38.89_peak_7638
chr9,60668823,60669123,all_Chip_RFX1_vs_GRCm38.89_peak_9595
chr19,9982348,9982624,all_Chip_RFX1_vs_GRCm38.89_peak_4842
chr5,115623612,115623923,all_Chip_RFX1_vs_GRCm38.89_peak_7467
chr11,84790451,84790677,all_Chip_RFX1_vs_GRCm38.89_peak_1589
chr16,43966115,43966408,all_Chip_RFX1_vs_GRCm38.89_peak_3920
chr4,154471761,154472044,all_Chip_RFX1_vs_GRCm38.89_peak_7065
chr16,57267118,57267451,all_Chip_RFX1_vs_GRCm38.89_peak_3956
chr12,9872128,9872460,all_Chip_RFX1_vs_GRCm38.89_peak_1904
chr2,143900943,143901232,all_Chip_RFX1_vs_GRCm38.89_peak_5678
chr2,4472781,4473034,all_Chip_RFX1_vs_GRCm38.89_peak_5083
chr8,92125714,92125924,all_Chip_RFX1_vs_GRCm38.89_peak_9138
chr7,99974075,99974351,all_Chip_RFX1_vs_GRCm38.89_peak_8574
chr12,55464844,55465101,all_Chip_RFX1_vs_GRCm38.89_peak_2067
chr14,25713331,25713606,all_Chip_RFX1_vs_GRCm38.89_peak_2952
chr10,87107575,87107856,all_Chip_RFX1_vs_GRCm38.89_peak_1032
chr12,12287123,12287370,all_Chip_RFX1_vs_GRCm38.89_peak_1910
chr10,102366031,102366291,all_Chip_RFX1_vs_GRCm38.89_peak_1104
chr13,9586430,9586693,all_Chip_RFX1_vs_GRCm38.89_peak_2443
chr1,70265996,70266317,all_Chip_RFX1_vs_GRCm38.89_peak_198
chr1,80675201,80675487,all_Chip_RFX1_vs_GRCm38.89_peak_252
chr4,109008047,109008353,all_Chip_RFX1_vs_GRCm38.89_peak_6790
chr5,15895174,15895455,all_Chip_RFX1_vs_GRCm38.89_peak_7113
chr6,61615935,61616185,all_Chip_RFX1_vs_GRCm38.89_peak_7888
chr6,98754505,98754790,all_Chip_RFX1_vs_GRCm38.89_peak_8033
chr12,16870098,16870350,all_Chip_RFX1_vs_GRCm38.89_peak_1931
chr15,84408694,84408953,all_Chip_RFX1_vs_GRCm38.89_peak_3615
chr18,34885666,34885886,all_Chip_RFX1_vs_GRCm38.89_peak_4558
chr1,189645432,189645679,all_Chip_RFX1_vs_GRCm38.89_peak_657
chr4,105968673,105968908,all_Chip_RFX1_vs_GRCm38.89_peak_6772
chr14,40825708,40825940,all_Chip_RFX1_vs_GRCm38.89_peak_2999
chr6,28576072,28576310,all_Chip_RFX1_vs_GRCm38.89_peak_7737
chr8,40876936,40877178,all_Chip_RFX1_vs_GRCm38.89_peak_8945
chr10,94890175,94890426,all_Chip_RFX1_vs_GRCm38.89_peak_1078
chr4,142271744,142271955,all_Chip_RFX1_vs_GRCm38.89_peak_7002
chr6,146912978,146913208,all_Chip_RFX1_vs_GRCm38.89_peak_8231
chr2,152735102,152735309,all_Chip_RFX1_vs_GRCm38.89_peak_5721
chr2,35478710,35478932,all_Chip_RFX1_vs_GRCm38.89_peak_5273
chr11,79459780,79460049,all_Chip_RFX1_vs_GRCm38.89_peak_1551
chr10,94750006,94750301,all_Chip_RFX1_vs_GRCm38.89_peak_1077
chr12,34529291,34529546,all_Chip_RFX1_vs_GRCm38.89_peak_1989
chr13,30910745,30911097,all_Chip_RFX1_vs_GRCm38.89_peak_2509
chr17,60135616,60135985,all_Chip_RFX1_vs_GRCm38.89_peak_4324
chr3,126639047,126639331,all_Chip_RFX1_vs_GRCm38.89_peak_6349
chr4,87854598,87854876,all_Chip_RFX1_vs_GRCm38.89_peak_6688
chr6,116140817,116141172,all_Chip_RFX1_vs_GRCm38.89_peak_8108
chr9,113784161,113784399,all_Chip_RFX1_vs_GRCm38.89_peak_9856
chr15,74709333,74709634,all_Chip_RFX1_vs_GRCm38.89_peak_3527
chr17,44685072,44685375,all_Chip_RFX1_vs_GRCm38.89_peak_4262
chr3,55447829,55448140,all_Chip_RFX1_vs_GRCm38.89_peak_6037
chr6,101385108,101385307,all_Chip_RFX1_vs_GRCm38.89_peak_8052
chr11,83882587,83882891,all_Chip_RFX1_vs_GRCm38.89_peak_1580
chr12,12263440,12263735,all_Chip_RFX1_vs_GRCm38.89_peak_1909
chr13,119631795,119632041,all_Chip_RFX1_vs_GRCm38.89_peak_2870
chr16,90809889,90810224,all_Chip_RFX1_vs_GRCm38.89_peak_4031
chr19,4181908,4182138,all_Chip_RFX1_vs_GRCm38.89_peak_4790
chr3,89613677,89614029,all_Chip_RFX1_vs_GRCm38.89_peak_6167
chr5,124957512,124957762,all_Chip_RFX1_vs_GRCm38.89_peak_7524
chr5,74300323,74300583,all_Chip_RFX1_vs_GRCm38.89_peak_7304
chr6,112516565,112516801,all_Chip_RFX1_vs_GRCm38.89_peak_8074
chr6,13069624,13069839,all_Chip_RFX1_vs_GRCm38.89_peak_7702
chr18,12791098,12791330,all_Chip_RFX1_vs_GRCm38.89_peak_4485
chr11,32027731,32027991,all_Chip_RFX1_vs_GRCm38.89_peak_1287
chr17,84318521,84318800,all_Chip_RFX1_vs_GRCm38.89_peak_4408
chr7,81046021,81046292,all_Chip_RFX1_vs_GRCm38.89_peak_8510
chr15,82268327,82268562,all_Chip_RFX1_vs_GRCm38.89_peak_3596
chr2,156180168,156180379,all_Chip_RFX1_vs_GRCm38.89_peak_5740
chr13,56081726,56081963,all_Chip_RFX1_vs_GRCm38.89_peak_2638
chr13,56598003,56598541,all_Chip_RFX1_vs_GRCm38.89_peak_2643
chr17,56380305,56380545,all_Chip_RFX1_vs_GRCm38.89_peak_4311
chr19,15667966,15668233,all_Chip_RFX1_vs_GRCm38.89_peak_4863
chr4,129285999,129286282,all_Chip_RFX1_vs_GRCm38.89_peak_6883
chr4,135353634,135353894,all_Chip_RFX1_vs_GRCm38.89_peak_6950
chr9,107917972,107918242,all_Chip_RFX1_vs_GRCm38.89_peak_9820
chr4,101432088,101432442,all_Chip_RFX1_vs_GRCm38.89_peak_6744
chr16,80119678,80120026,all_Chip_RFX1_vs_GRCm38.89_peak_4000
chr8,65139122,65139467,all_Chip_RFX1_vs_GRCm38.89_peak_9013
chrX,166801018,166801375,all_Chip_RFX1_vs_GRCm38.89_peak_10139
chr1,172550762,172550990,all_Chip_RFX1_vs_GRCm38.89_peak_593
chr14,67051078,67051371,all_Chip_RFX1_vs_GRCm38.89_peak_3131
chr1,135291033,135291299,all_Chip_RFX1_vs_GRCm38.89_peak_428
chr11,108917728,108917973,all_Chip_RFX1_vs_GRCm38.89_peak_1779
chr12,104912648,104912903,all_Chip_RFX1_vs_GRCm38.89_peak_2332
chr13,58359008,58359212,all_Chip_RFX1_vs_GRCm38.89_peak_2653
chr7,27180150,27180418,all_Chip_RFX1_vs_GRCm38.89_peak_8319
chr7,25832355,25832643,all_Chip_RFX1_vs_GRCm38.89_peak_8317
chr4,139526498,139526738,all_Chip_RFX1_vs_GRCm38.89_peak_6983
chr13,49480078,49480392,all_Chip_RFX1_vs_GRCm38.89_peak_2607
chr8,4252835,4253104,all_Chip_RFX1_vs_GRCm38.89_peak_8819
chr5,103359817,103360049,all_Chip_RFX1_vs_GRCm38.89_peak_7392
chr15,85035428,85035707,all_Chip_RFX1_vs_GRCm38.89_peak_3624
chr11,107356345,107356603,all_Chip_RFX1_vs_GRCm38.89_peak_1768
chr11,24795957,24796178,all_Chip_RFX1_vs_GRCm38.89_peak_1264
chr12,67088837,67089142,all_Chip_RFX1_vs_GRCm38.89_peak_2085
chr14,49048667,49048952,all_Chip_RFX1_vs_GRCm38.89_peak_3020
chr9,74277767,74278031,all_Chip_RFX1_vs_GRCm38.89_peak_9679
chr7,96143132,96143370,all_Chip_RFX1_vs_GRCm38.89_peak_8550
chr8,85299335,85299542,all_Chip_RFX1_vs_GRCm38.89_peak_9101
chr1,178318525,178318805,all_Chip_RFX1_vs_GRCm38.89_peak_613
chr15,98977833,98978096,all_Chip_RFX1_vs_GRCm38.89_peak_3709
chr2,37777176,37777400,all_Chip_RFX1_vs_GRCm38.89_peak_5285
chr7,112663287,112663521,all_Chip_RFX1_vs_GRCm38.89_peak_8624
chr10,81606567,81606801,all_Chip_RFX1_vs_GRCm38.89_peak_996
chr14,121502042,121502295,all_Chip_RFX1_vs_GRCm38.89_peak_3270
chr18,81820785,81821028,all_Chip_RFX1_vs_GRCm38.89_peak_4760
chr1,91043080,91043307,all_Chip_RFX1_vs_GRCm38.89_peak_309
chr2,21234905,21235216,all_Chip_RFX1_vs_GRCm38.89_peak_5157
chr3,142434234,142434495,all_Chip_RFX1_vs_GRCm38.89_peak_6400
chr7,51772542,51772951,all_Chip_RFX1_vs_GRCm38.89_peak_8408
chr7,80037170,80037412,all_Chip_RFX1_vs_GRCm38.89_peak_8494
chr9,107961316,107961574,all_Chip_RFX1_vs_GRCm38.89_peak_9821
chr9,34986275,34986510,all_Chip_RFX1_vs_GRCm38.89_peak_9440
chrX,168868320,168868614,all_Chip_RFX1_vs_GRCm38.89_peak_10143
chr11,120625465,120625676,all_Chip_RFX1_vs_GRCm38.89_peak_1872
chr15,73118081,73118303,all_Chip_RFX1_vs_GRCm38.89_peak_3516
chr1,69433766,69434276,all_Chip_RFX1_vs_GRCm38.89_peak_196
chr7,120095595,120095829,all_Chip_RFX1_vs_GRCm38.89_peak_8667
chr17,81500696,81500998,all_Chip_RFX1_vs_GRCm38.89_peak_4393
chr4,102623064,102623355,all_Chip_RFX1_vs_GRCm38.89_peak_6753
chr14,30455909,30456131,all_Chip_RFX1_vs_GRCm38.89_peak_2969
chr4,35136451,35136701,all_Chip_RFX1_vs_GRCm38.89_peak_6543
chr9,66813427,66813684,all_Chip_RFX1_vs_GRCm38.89_peak_9648
chr3,89521206,89521472,all_Chip_RFX1_vs_GRCm38.89_peak_6165
chr2,26055626,26055818,all_Chip_RFX1_vs_GRCm38.89_peak_5174
chr1,106608743,106608952,all_Chip_RFX1_vs_GRCm38.89_peak_347
chr12,35182866,35183092,all_Chip_RFX1_vs_GRCm38.89_peak_1994
chr14,108792964,108793297,all_Chip_RFX1_vs_GRCm38.89_peak_3244
chr16,24914341,24914579,all_Chip_RFX1_vs_GRCm38.89_peak_3831
chr16,94427269,94427623,all_Chip_RFX1_vs_GRCm38.89_peak_4054
chr17,88440477,88440687,all_Chip_RFX1_vs_GRCm38.89_peak_4431
chr19,23758092,23758311,all_Chip_RFX1_vs_GRCm38.89_peak_4891
chr1,96760184,96760679,all_Chip_RFX1_vs_GRCm38.89_peak_331
chr2,102944126,102944337,all_Chip_RFX1_vs_GRCm38.89_peak_5508
chr2,151522852,151523179,all_Chip_RFX1_vs_GRCm38.89_peak_5710
chr3,104629871,104630150,all_Chip_RFX1_vs_GRCm38.89_peak_6254
chr4,97892320,97892578,all_Chip_RFX1_vs_GRCm38.89_peak_6721
chr4,99160451,99160770,all_Chip_RFX1_vs_GRCm38.89_peak_6729
chr6,140032274,140032569,all_Chip_RFX1_vs_GRCm38.89_peak_8201
chr9,117206397,117206746,all_Chip_RFX1_vs_GRCm38.89_peak_9870
chr9,68036255,68036488,all_Chip_RFX1_vs_GRCm38.89_peak_9651
chr17,6829516,6829758,all_Chip_RFX1_vs_GRCm38.89_peak_4092
chr4,129640908,129641190,all_Chip_RFX1_vs_GRCm38.89_peak_6885
chr1,119957832,119958069,all_Chip_RFX1_vs_GRCm38.89_peak_362
chr5,143333883,143334140,all_Chip_RFX1_vs_GRCm38.89_peak_7640
chr10,23812160,23812494,all_Chip_RFX1_vs_GRCm38.89_peak_749
chr11,102728755,102729043,all_Chip_RFX1_vs_GRCm38.89_peak_1727
chr11,112927156,112927437,all_Chip_RFX1_vs_GRCm38.89_peak_1799
chr11,56633231,56633456,all_Chip_RFX1_vs_GRCm38.89_peak_1367
chr11,58849754,58850056,all_Chip_RFX1_vs_GRCm38.89_peak_1378
chr12,110770016,110770244,all_Chip_RFX1_vs_GRCm38.89_peak_2359
chr12,34997836,34998121,all_Chip_RFX1_vs_GRCm38.89_peak_1991
chr16,25736076,25736362,all_Chip_RFX1_vs_GRCm38.89_peak_3836
chr17,48041531,48041733,all_Chip_RFX1_vs_GRCm38.89_peak_4285
chr18,57781550,57781896,all_Chip_RFX1_vs_GRCm38.89_peak_4663
chr18,61692225,61692565,all_Chip_RFX1_vs_GRCm38.89_peak_4677
chr18,73821956,73822188,all_Chip_RFX1_vs_GRCm38.89_peak_4726
chr18,7703567,7703846,all_Chip_RFX1_vs_GRCm38.89_peak_4464
chr2,130840466,130840728,all_Chip_RFX1_vs_GRCm38.89_peak_5636
chr2,51472170,51472416,all_Chip_RFX1_vs_GRCm38.89_peak_5327
chr3,135513561,135513850,all_Chip_RFX1_vs_GRCm38.89_peak_6378
chr3,157556542,157556869,all_Chip_RFX1_vs_GRCm38.89_peak_6460
chr3,69572658,69572892,all_Chip_RFX1_vs_GRCm38.89_peak_6096
chr4,81898286,81898637,all_Chip_RFX1_vs_GRCm38.89_peak_6670
chr7,27613979,27614285,all_Chip_RFX1_vs_GRCm38.89_peak_8326
chr8,83852076,83852312,all_Chip_RFX1_vs_GRCm38.89_peak_9089
chr11,5562897,5563123,all_Chip_RFX1_vs_GRCm38.89_peak_1206
chr12,99347029,99347252,all_Chip_RFX1_vs_GRCm38.89_peak_2290
chr14,34892258,34892530,all_Chip_RFX1_vs_GRCm38.89_peak_2996
chr2,145903036,145903284,all_Chip_RFX1_vs_GRCm38.89_peak_5690
chr6,149565927,149566190,all_Chip_RFX1_vs_GRCm38.89_peak_8240
chr8,120465742,120466092,all_Chip_RFX1_vs_GRCm38.89_peak_9270
chr1,42097586,42097840,all_Chip_RFX1_vs_GRCm38.89_peak_103
chr6,143972975,143973258,all_Chip_RFX1_vs_GRCm38.89_peak_8215
chr9,23057052,23057331,all_Chip_RFX1_vs_GRCm38.89_peak_9389
chr10,40446679,40446950,all_Chip_RFX1_vs_GRCm38.89_peak_805
chr10,88304331,88304575,all_Chip_RFX1_vs_GRCm38.89_peak_1037
chr11,35369927,35370207,all_Chip_RFX1_vs_GRCm38.89_peak_1303
chr1,150487657,150487880,all_Chip_RFX1_vs_GRCm38.89_peak_459
chr1,152821476,152821798,all_Chip_RFX1_vs_GRCm38.89_peak_481
chr13,18281117,18281388,all_Chip_RFX1_vs_GRCm38.89_peak_2464
chr13,89521351,89521794,all_Chip_RFX1_vs_GRCm38.89_peak_2753
chr14,123139417,123139670,all_Chip_RFX1_vs_GRCm38.89_peak_3279
chr14,21533545,21533767,all_Chip_RFX1_vs_GRCm38.89_peak_2931
chr16,94995832,94996102,all_Chip_RFX1_vs_GRCm38.89_peak_4058
chr17,66381449,66381678,all_Chip_RFX1_vs_GRCm38.89_peak_4338
chr17,9631144,9631402,all_Chip_RFX1_vs_GRCm38.89_peak_4106
chr18,33674596,33674882,all_Chip_RFX1_vs_GRCm38.89_peak_4546
chr2,145861975,145862309,all_Chip_RFX1_vs_GRCm38.89_peak_5689
chr3,35149152,35149440,all_Chip_RFX1_vs_GRCm38.89_peak_5976
chr4,64533013,64533299,all_Chip_RFX1_vs_GRCm38.89_peak_6645
chr5,127298173,127298401,all_Chip_RFX1_vs_GRCm38.89_peak_7540
chr6,17696378,17696680,all_Chip_RFX1_vs_GRCm38.89_peak_7714
chr7,142045315,142045595,all_Chip_RFX1_vs_GRCm38.89_peak_8789
chr8,103623872,103624093,all_Chip_RFX1_vs_GRCm38.89_peak_9188
chr8,125658500,125658791,all_Chip_RFX1_vs_GRCm38.89_peak_9302
chr8,90849752,90850024,all_Chip_RFX1_vs_GRCm38.89_peak_9127
chr9,11206799,11207082,all_Chip_RFX1_vs_GRCm38.89_peak_9339
chr12,30128583,30128836,all_Chip_RFX1_vs_GRCm38.89_peak_1968
chr14,60398911,60399155,all_Chip_RFX1_vs_GRCm38.89_peak_3072
chr18,7979709,7979970,all_Chip_RFX1_vs_GRCm38.89_peak_4465
chr6,119479102,119479308,all_Chip_RFX1_vs_GRCm38.89_peak_8130
chr8,91546665,91546893,all_Chip_RFX1_vs_GRCm38.89_peak_9134
chr8,11101751,11101986,all_Chip_RFX1_vs_GRCm38.89_peak_8847
chr13,109255762,109256015,all_Chip_RFX1_vs_GRCm38.89_peak_2847
chr1,132623707,132623970,all_Chip_RFX1_vs_GRCm38.89_peak_404
chr14,118609178,118609429,all_Chip_RFX1_vs_GRCm38.89_peak_3257
chrX,145849363,145849578,all_Chip_RFX1_vs_GRCm38.89_peak_10101
chr7,139549797,139550034,all_Chip_RFX1_vs_GRCm38.89_peak_8769
chr17,88937675,88938108,all_Chip_RFX1_vs_GRCm38.89_peak_4438
chr7,117630771,117631034,all_Chip_RFX1_vs_GRCm38.89_peak_8654
chr17,29282330,29282678,all_Chip_RFX1_vs_GRCm38.89_peak_4192
chr18,74733380,74733631,all_Chip_RFX1_vs_GRCm38.89_peak_4731
chr5,143984857,143985081,all_Chip_RFX1_vs_GRCm38.89_peak_7644
chr9,15443398,15443663,all_Chip_RFX1_vs_GRCm38.89_peak_9356
chr14,55089304,55089549,all_Chip_RFX1_vs_GRCm38.89_peak_3045
chr2,129278459,129278782,all_Chip_RFX1_vs_GRCm38.89_peak_5618
chr3,137785372,137785653,all_Chip_RFX1_vs_GRCm38.89_peak_6389
chr3,37729177,37729409,all_Chip_RFX1_vs_GRCm38.89_peak_5992
chr5,21645454,21645667,all_Chip_RFX1_vs_GRCm38.89_peak_7125
chr9,21953716,21953936,all_Chip_RFX1_vs_GRCm38.89_peak_9376
chr1,130693558,130693889,all_Chip_RFX1_vs_GRCm38.89_peak_391
chr11,83429730,83429970,all_Chip_RFX1_vs_GRCm38.89_peak_1579
chr1,172204839,172205076,all_Chip_RFX1_vs_GRCm38.89_peak_585
chr8,122004251,122004481,all_Chip_RFX1_vs_GRCm38.89_peak_9281
chr11,79686773,79687007,all_Chip_RFX1_vs_GRCm38.89_peak_1555
chr19,24316980,24317223,all_Chip_RFX1_vs_GRCm38.89_peak_4895
chr14,31268499,31268794,all_Chip_RFX1_vs_GRCm38.89_peak_2975
